OID_,ORIG_FID,MERGE_SRC,cat_ID_con,cat_ID,cat_ID_txt,NHDPlusID,Shape_Length,Shape_Area,AwcHuc12_non_north_area,AwcHuc12_north_area,AwcHuc12_wtd_north_per,AwcHuc12_cat_elev_ZONE_CODE,AwcHuc12_cat_elev_COUNT,AwcHuc12_cat_elev_AREA,AwcHuc12_cat_elev_MIN,AwcHuc12_cat_elev_MAX,AwcHuc12_cat_elev_RANGE,AwcHuc12_cat_elev_MEAN,AwcHuc12_cat_elev_STD,AwcHuc12_cat_elev_SUM,AwcHuc12_cat_elev_VARIETY,AwcHuc12_cat_elev_MAJORITY,AwcHuc12_cat_elev_MINORITY,AwcHuc12_cat_elev_MEDIAN,AwcHuc12_cat_elev_PCT90,AwcHuc12_wtd_elev_MIN,AwcHuc12_wtd_elev_MAX,AwcHuc12_wtd_elev_MEAN,AwcHuc12_wtd_elev_STD,AwcHuc12_wtd_slope_MIN,AwcHuc12_wtd_slope_MAX,AwcHuc12_wtd_slope_MEAN,AwcHuc12_wtd_slope_STD,AwcHuc12_cat_slope_ZONE_CODE,AwcHuc12_cat_slope_COUNT,AwcHuc12_cat_slope_AREA,AwcHuc12_cat_slope_MIN,AwcHuc12_cat_slope_MAX,AwcHuc12_cat_slope_RANGE,AwcHuc12_cat_slope_MEAN,AwcHuc12_cat_slope_STD,AwcHuc12_cat_slope_SUM,AwcHuc12_cat_slope_MEDIAN,AwcHuc12_cat_slope_PCT90,AwcHuc12_non_wetland_area,AwcHuc12_wetland_area,AwcHuc12_wtd_wet_per,AwcHuc12_wtd_glacier_area_sqm,AwcHuc12_wtd_glacier_per,AwcHuc12_wtd_lake_area_sqm,AwcHuc12_wtd_lake_per,AwcHuc12_wtd_lcld_mn_2001,AwcHuc12_wtd_lcld_mn_2002,AwcHuc12_wtd_lcld_mn_2003,AwcHuc12_wtd_lcld_mn_2004,AwcHuc12_wtd_lcld_mn_2005,AwcHuc12_wtd_lcld_mn_2006,AwcHuc12_wtd_lcld_mn_2007,AwcHuc12_wtd_lcld_mn_2008,AwcHuc12_wtd_lcld_mn_2009,AwcHuc12_wtd_lcld_mn_2010,AwcHuc12_wtd_lcld_mn_2011,AwcHuc12_wtd_lcld_mn_2012,AwcHuc12_wtd_lcld_mn_2013,AwcHuc12_wtd_lcld_mn_2014,AwcHuc12_wtd_lcld_mn_2015,AwcHuc12_wtd_lcld_mn_2016,AwcHuc12_wtd_lcld_mn_2017,AwcHuc12_wtd_lcld_mn_2018,AwcHuc12_wtd_lcld_mn_2019,HUC12,AWC_OID,AWC_CODE,SPECIES,LSTAGE,sp_ls,sa_sp_hab,sa_sp_count,mult_awc,AWC_CODE_qc,region
1529,1,D:\GIS\outputs_20230518\outputs_20230518.gdb\Kodiak_Watersheds\Kodiak_wtd_122785,Kodiak_122785,122785.000000000000000,122785,,45040.000000000000000,22897400.000000000000000,15453300.000000000000000,7444100.000000000000000,32.5106773,90,1.000000000000000,100.000000000000000,19,19,0,19.000000000000000,0.000000000000000,19.000000000000000,1,19,19,19,19,15,540,164.108780909624755,87.708887644699431,0.000000117792823,63.752117156982422,15.241131329027256,9.814885580932604,90,1.000000000000000,100.000000000000000,6.368279933929443,6.368279933929443,0.000000000000000,6.368279933929443,0.000000000000000,6.368279933929443,6.368279933929443,6.368279933929443,22783800.000000000000000,113600.000000000000000,0.4961262,,,216092.558620851894375,0.943742777000235,432.662762496038226,472.058728237510877,410.228934474033281,444.590941973890324,421.998871087398584,466.999645633234593,469.305534436455503,490.535991237483984,489.244444035364381,471.912199881261017,461.728536649344960,483.919498916181169,459.878231295648277,430.690849513778858,401.280906994827831,408.819544477628483,437.057370598606155,432.809757491142534,396.197916139333586,190207011505,"5261, 5420",259-25-10040,,,"CO_s, P_s",1,2,,259-25-10040,Kodiak
1530,1,D:\GIS\outputs_20230518\outputs_20230518.gdb\Kodiak_Watersheds\Kodiak_wtd_123415,Kodiak_123415,123415.000000000000000,123415,,41000.000000000000000,26777600.000000000000000,23340200.000000000000000,3437400.000000000000000,12.8368483,91,246.000000000000000,24600.000000000000000,13,54,41,22.353658536585368,11.166557160120215,5499.000000000000000,42,14,28,16,40,13,754,254.328998864725691,162.416643155854757,0.000000009670183,64.004692077636719,17.776634002407793,11.095225712222426,91,246.000000000000000,24600.000000000000000,0.000000100534578,37.704998016357422,37.704997915822844,12.696839678819410,10.623684276731908,3123.422560989574777,10.438345432281494,28.479893684387207,26027000.000000000000000,750600.000000000000000,2.8030891,,,6344.883939670641666,0.023694744636079,485.943427790516068,487.729524677203528,452.903026923443008,477.358973956207308,453.770819768455226,501.028443184317666,497.376712167385449,504.340748798336676,492.258172064966629,485.246171185325977,480.654794068673709,496.281459112187576,492.745786340358848,461.678289246336817,430.311135371182218,442.794272878638992,472.149543683829506,458.907268072005650,449.673266626868838,190207011606,"4509,5288,5610,5804,6095","259-41-10040,259-41-10040,259-41-10040,259-41-10048,259-41-10040","DV,CH,P,CO,CO","p,s,s,p,p","DV_p, CH_s, P_s, CO_p",1,2,1,259-41-10040,Kodiak
1531,1,D:\GIS\outputs_20230518\outputs_20230518.gdb\Kodiak_Watersheds\Kodiak_wtd_123695,Kodiak_123695,123695.000000000000000,123695,,46320.000000000000000,53041900.000000000000000,35914100.000000000000000,17127800.000000000000000,32.2910767,92,2049.000000000000000,204900.000000000000000,13,309,296,110.539287457296112,85.281782773867775,226495.000000000000000,294,36,13,76,250,13,1131,593.363731314332995,170.495738503913003,0.000000571796079,66.047142028808594,18.416450142013542,8.660700340086684,92,2049.000000000000000,204900.000000000000000,0.000000571796079,43.547557830810547,43.547557259014468,17.811959976740702,9.851993065133913,36496.705992341696401,18.135702133178711,31.268360137939453,53040900.000000000000000,1000.000000000000000,0.0018853,,,,,518.364669990258221,492.599815244772287,483.452139757226348,491.780785735360496,483.344342375115104,505.573162297739998,499.606391964550539,520.405177132409790,492.791250612524834,512.321725330690697,495.181255452457151,507.073554539880092,507.535478119719244,483.974561033879581,475.942196652120060,488.219428512717855,492.804938201117693,493.969226779948713,481.367466076109054,190207010606,"4781,6230","254-40-10020,254-40-10020","P,CH","s,s","P_s, CH_s",1,2,0,254-40-10020,Kodiak
1532,1,D:\GIS\outputs_20230518\outputs_20230518.gdb\Kodiak_Watersheds\Kodiak_wtd_124065,Kodiak_124065,124065.000000000000000,124065,,65380.000000000000000,71757500.000000000000000,53405900.000000000000000,18351600.000000000000000,25.5744705,93,328.000000000000000,32800.000000000000000,12,16,4,13.692073170731705,1.023950072388104,4491.000000000000000,5,13,12,13,15,10,765,241.219912901090851,176.386288055992935,0.000000013868707,69.728698730468750,17.069490523632073,11.687220448974559,93,328.000000000000000,32800.000000000000000,0.000000312569313,5.757282257080078,5.757281944510765,1.816340175974172,1.692002860964543,595.759577719528238,1.914856910705566,4.099453449249268,70447200.000000000000000,1310300.000000000000000,1.8260112,,,7453.874616319955749,0.010387589612682,468.415177925565615,488.225096020327726,440.522448732968599,476.376505270734413,445.325545781947994,494.351104310161134,490.893950251941703,503.129442744211246,496.260874012650731,477.174268655130959,470.804862600909019,499.035452023844300,490.714615407247550,460.338892539915093,417.007226704669279,434.599133189751967,472.184701812367678,455.750264395078148,428.784894857570237,190207011504,"4618,4667,4964,5378,6101","259-24-10020-2002,259-24-10020,259-24-10020,259-24-10020,259-24-10020","CO,CH,DV,CO,P","r,s,p,s,s","CH_s, DV_p, CO_s, P_s",1,3,1,259-24-10020,Kodiak
1533,1,D:\GIS\outputs_20230518\outputs_20230518.gdb\Kodiak_Watersheds\Kodiak_wtd_124185,Kodiak_124185,124185.000000000000000,124185,,57160.000000000000000,60318600.000000000000000,51222100.000000000000000,9096500.000000000000000,15.0807543,94,5672.000000000000000,567200.000000000000000,14,517,503,119.776269393511654,147.884321027716197,679371.000000000000000,496,24,147,36,394,14,1316,615.278638761497632,261.614552916407888,0.000000168736676,73.734939575195312,22.120271385092380,12.778869653194501,94,5672.000000000000000,567200.000000000000000,0.000000177139071,64.783645629882812,64.783645452743741,18.900135971745193,16.506282292046166,107201.571231738736969,13.160072803497314,43.289466094970706,60189800.000000000000000,128800.000000000000000,0.2135328,433594.382369388767984,0.718840262156928,442614.927293717570137,0.733795093542817,528.614418636315918,515.418679380640469,508.688939372818368,508.495564390245534,503.085316155509929,528.812412400455742,526.843142985718828,544.722054405740209,515.714921982405485,535.348168899926009,525.162096320211162,538.363755627491855,522.965672997566116,506.243684528670713,501.970309147573460,515.161212105127106,510.734427803056462,516.097201994732586,497.908378337083491,190207011601,"5405,5499,6030,6122","259-41-10077,259-41-10077,259-41-10077,259-41-10077","CO,P,DV,CH","p,s,p,s","DV_p, P_s, CH_s, CO_p",1,2,0,259-41-10077,Kodiak
1534,1,D:\GIS\outputs_20230518\outputs_20230518.gdb\Kodiak_Watersheds\Kodiak_wtd_124215,Kodiak_124215,124215.000000000000000,124215,,66980.000000000000000,64704400.000000000000000,55896700.000000000000000,8807700.000000000000000,13.6122122,95,384.000000000000000,38400.000000000000000,13,17,4,14.398437500000005,0.813363423442283,5529.000000000000000,5,14,13,14,16,-48,764,233.679162468089942,156.726270743623132,0.000000007052149,73.433273315429688,16.265987446817398,11.052217122807908,95,384.000000000000000,38400.000000000000000,0.000000095414187,8.814199447631836,8.814199352217649,1.753466662346750,2.056785285279083,673.331198341152117,0.679945409297943,5.107232761383057,63631500.000000000000000,1072900.000000000000000,1.6581562,,,749928.620497825322673,1.159007147114918,466.135028592057893,482.441951670278058,443.527315562391152,471.058481651181751,434.159758825496908,491.828058013165787,482.136191861380837,497.540134859214561,489.240787581372615,471.682584518455258,462.889964328080850,491.353081026324276,484.440779217490615,452.050284718939793,411.103665042837235,421.503097088363177,456.566458639108532,453.289386953126154,421.271388982337101,190207011608,"4402, 4448, 4790, 5028, 5255, 5346",259-41-10020,,,"P_s, CH_s, S_p, DV_p, CO_s, SH_p",1,3,,259-41-10020,Kodiak
1535,1,D:\GIS\outputs_20230518\outputs_20230518.gdb\Kodiak_Watersheds\Kodiak_wtd_124815,Kodiak_124815,124815.000000000000000,124815,,56600.000000000000000,48753300.000000000000000,43158300.000000000000000,5595000.000000000000000,11.4761467,96,1969.000000000000000,196900.000000000000000,16,31,15,22.149822244794294,2.957185809434598,43613.000000000000000,16,23,31,22,26,16,1316,563.299992000542147,277.896700990184513,0.000000166598696,81.318557739257812,26.589585187117493,13.648749870603091,96,1969.000000000000000,196900.000000000000000,0.000000265044804,16.765344619750977,16.765344354706173,4.139143504977986,2.956979928836599,8149.973561301655536,3.435189962387085,8.209407615661620,48644400.000000000000000,108900.000000000000000,0.2233695,206487.567079125001328,0.423535570062180,186530.744242578279227,0.382601268514292,531.245399488506564,518.192727778982203,508.644644974037760,505.961255320848068,501.251308856361959,541.518423128684503,523.263235163840136,544.750454566552094,518.836358152032403,527.284750610652281,520.524310345553886,532.848288678232166,519.867209615289198,506.327914393843344,503.155670585853215,516.527318289394771,511.209498746775751,511.601516610179544,501.411949088541519,190207011602,"4674,6192,6257","259-41-10070,259-41-10070,259-41-10070","P,CO,CH","s,s,s","P_s, CH_s, CO_s",1,3,0,259-41-10070,Kodiak
1536,1,D:\GIS\outputs_20230518\outputs_20230518.gdb\Kodiak_Watersheds\Kodiak_wtd_124945,Kodiak_124945,124945.000000000000000,124945,,57160.000000000000000,65822800.000000000000000,48573900.000000000000000,17248900.000000000000000,26.2050533,97,1191.000000000000000,119100.000000000000000,12,43,31,15.683459277917724,2.183378194995161,18679.000000000000000,24,15,22,15,17,11,827,318.828965039475804,199.171901578979970,0.000000019301341,64.222114562988281,19.145726576065389,12.330386149503807,97,1191.000000000000000,119100.000000000000000,0.000000043455803,21.197801589965820,21.197801546510018,2.069107361003365,2.999926541835776,2464.306866955007536,0.679976880550385,5.238508224487305,65082500.000000000000000,740300.000000000000000,1.1246862,,,13256.318171011011145,0.020139401804559,497.132139623345779,501.088305268078273,467.188895033330198,496.148626311861278,476.921171691267148,509.037862260488907,507.658098713510128,523.003589941469841,501.731129638967673,503.989998906150220,494.623666875311983,513.011591728102985,504.745539539490892,480.419711710829858,451.865994761679588,466.828999981769584,488.802384584074503,479.981173696660392,456.282699915529292,190207011503,"4494,4677,4816,5141,5491,5810,5858","259-23-10010,259-23-10010,259-23-10010-2003,259-23-10010-2003,259-23-10010,259-23-10010,259-23-10010-2003","P,CH,CO,CH,DV,CO,P","s,s,r,p,p,s,p","P_s, CH_s, DV_p, CO_s",1,3,1,259-23-10010,Kodiak
1537,1,D:\GIS\outputs_20230518\outputs_20230518.gdb\Kodiak_Watersheds\Kodiak_wtd_125115,Kodiak_125115,125115.000000000000000,125115,,53080.000000000000000,41851700.000000000000000,38442000.000000000000000,3409700.000000000000000,8.1471004,98,4325.000000000000000,432500.000000000000000,14,28,14,18.749826589595369,2.426506438470842,81093.000000000000000,15,19,28,19,22,14,967,338.297333202709467,229.377978112504053,0.000000019675655,71.086402893066406,18.917779951563187,11.749768407030510,98,4325.000000000000000,432500.000000000000000,0.000000019675655,19.539793014526367,19.539792994850714,2.791566971696344,2.824610096852533,12073.527152586686498,2.440353631973267,6.211708831787109,41291600.000000000000000,560100.000000000000000,1.3382969,,,1156149.818059235578403,2.762491889359896,503.379817652270560,498.450219070543369,465.949680468699910,490.086196197035690,463.463409100759577,505.480782575675107,511.561698754225802,519.314137801675770,500.562628485686105,495.639377266479528,491.630473850169665,509.467165403262811,498.432533025521593,476.278636421564499,451.538345864664052,460.489065025006994,484.900902255645633,480.273286192749424,457.696732936556543,190207011605,"4482,4490,4580,5067,5479,5513,5689,5779","259-41-10050,259-41-10050,259-41-10050,259-41-10050,259-41-10050,259-41-10050-2020,259-41-10050-2004,259-41-10050","SH,S,CH,CO,P,CO,CO,DV","p,s,s,s,s,r,r,p","SH_p, S_s, CH_s, CO_s, P_s, DV_p",1,4,1,259-41-10050,Kodiak
1538,1,D:\GIS\outputs_20230518\outputs_20230518.gdb\Kodiak_Watersheds\Kodiak_wtd_125235,Kodiak_125235,125235.000000000000000,125235,,64700.000000000000000,64790000.000000000000000,47114700.000000000000000,17675300.000000000000000,27.2809067,99,138.000000000000000,13800.000000000000000,13,49,36,30.949275362318851,9.014740315348035,4271.000000000000000,37,38,14,32,42,13,1282,619.694116376003763,275.560891228157061,0.000000946409330,72.254783630371094,21.694042939784193,11.188822779030108,99,138.000000000000000,13800.000000000000000,1.913349986076355,41.318370819091797,39.405020833015442,15.770045034263436,9.095866883874532,2176.266214728354043,14.126288414001465,29.299341201782219,64391500.000000000000000,398500.000000000000000,0.6150640,,,80287.958936426701257,0.123920294700458,514.503322924039139,489.951302553839469,482.252616264395442,490.623010888107899,480.019800942240124,500.693391955726554,502.441904801084263,517.688848949315229,492.952948539158115,513.868890123193069,491.393425196597946,506.334364788760638,502.162317271765005,484.346097539970060,482.057968379724400,492.635591260217211,493.846597497323330,496.763870666460889,478.385521448720397,190207010706,"4645, 5749, 5981",254-30-10020,,,"P_s, CH_s, CO_s",1,3,,254-30-10020,Kodiak
1539,1,D:\GIS\outputs_20230518\outputs_20230518.gdb\Kodiak_Watersheds\Kodiak_wtd_125245,Kodiak_125245,125245.000000000000000,125245,,64280.000000000000000,81441200.000000000000000,62189200.000000000000000,19252000.000000000000000,23.6391411,100,2051.000000000000000,205100.000000000000000,14,96,82,40.581667479278337,21.510047437401170,83233.000000000000000,83,24,96,33,76,14,684,253.250768652719643,126.372786425958694,0.000000435585974,63.891906738281250,16.110444565458494,11.355400388624052,100,2051.000000000000000,205100.000000000000000,0.000000435585974,41.972537994384766,41.972537558798791,11.193084069874480,8.844965198314936,22957.015427312559041,9.283014297485352,24.159498214721680,74382500.000000000000000,7058700.000000000000000,8.6672344,,,,,466.493506237418956,471.859825526707368,401.863554573972749,458.094762463398240,440.696305370755113,478.233207295087027,466.386387769815030,481.406825783768909,479.577385339307398,475.418747040904066,449.980789850546614,472.488685936929983,474.077088914146145,440.901728044662207,399.714156269439513,417.385009438182351,465.092468128391943,444.360294751984725,415.019396772859352,190207010812,"4829,5068,6029,6121","256-40-10010-2003,256-40-10010-2003,256-40-10010-2003,256-40-10010-2003","SH,DV,CH,P","p,p,s,s","DV_p, P_s, SH_p, CH_s",1,2,0,256-40-10010-2003,Kodiak
1540,1,D:\GIS\outputs_20230518\outputs_20230518.gdb\Kodiak_Watersheds\Kodiak_wtd_125365,Kodiak_125365,125365.000000000000000,125365,,64080.000000000000000,61272900.000000000000000,53575400.000000000000000,7697500.000000000000000,12.5626497,101,380.000000000000000,38000.000000000000000,14,26,12,16.968421052631570,2.381740326024107,6448.000000000000000,13,16,23,16,20,14,1050,489.947025520251259,251.530615732194576,0.000000105938625,85.753952026367188,21.027605900435972,11.912229007383106,101,380.000000000000000,38000.000000000000000,0.000000349824234,22.395078659057617,22.395078309233384,3.874254574197495,4.009249967621164,1472.216738195048038,2.854839086532593,8.968299198150635,60964400.000000000000000,308500.000000000000000,0.5034852,147292.628587158164009,0.240387885324765,59716.222192408597039,0.097459435072289,517.503217766645093,515.721871746979900,491.179770658114080,500.956933589713742,484.988556038387003,533.798461678141848,518.554682225949364,537.362414699030637,519.538632871233744,518.774665555293495,510.542869417224097,529.721372275544354,515.979163331154268,493.760343646585795,481.590388742945265,492.592696749889285,500.292020367914176,504.168834126978197,479.862410972931286,190207011604,"4422,5228,5384,5961","259-41-10060,259-41-10060,259-41-10060,259-41-10060","CH,DV,P,CO","s,p,s,s","DV_p, P_s, CH_s, CO_s",1,3,0,259-41-10060,Kodiak
1541,1,D:\GIS\outputs_20230518\outputs_20230518.gdb\Kodiak_Watersheds\Kodiak_wtd_126005,Kodiak_126005,126005.000000000000000,126005,,138740.000000000000000,250397700.000000000000000,187131000.000000000000000,63266700.000000000000000,25.2664852,102,784.000000000000000,78400.000000000000000,18,169,151,45.519132653061241,25.808698526967063,35687.000000000000000,111,30,18,37,82,-25,1344,552.811504259027629,298.822594255140700,0.000000469495063,88.208663940429688,18.642543909469570,11.643039465544970,102,784.000000000000000,78400.000000000000000,0.679803490638733,81.420585632324219,80.740782141685486,18.831731596239372,17.394557245692301,14764.077571451667609,14.027858734130859,34.665055084228527,249086000.000000000000000,1311700.000000000000000,0.5238467,2401698.600723964162171,0.959153618712937,4638318.889998152852058,1.852380788640692,520.660626707955657,504.443630841596814,491.833845752137847,499.654590510670516,489.978767461216250,514.322533900844178,516.148810135849203,530.080231337935174,504.387447116403735,527.452788196401571,511.816347995621356,517.101154366538935,509.513211503970808,488.395935177907234,487.971956955223732,502.047186534863613,502.835724319281326,504.231761291920805,487.865138127287537,190207010403,"4895,4991,5058,6183","253-12-10020,253-12-10020,253-12-10020,253-12-10020","CO,DV,P,S","p,p,p,p","DV_p, P_p, CO_p, S_p",2,0,0,253-12-10020,Kodiak
1542,1,D:\GIS\outputs_20230518\outputs_20230518.gdb\Kodiak_Watersheds\Kodiak_wtd_126265,Kodiak_126265,126265.000000000000000,126265,,153520.000000000000000,317655200.000000000000000,234257400.000000000000000,83397800.000000000000000,26.2541904,103,3107.000000000000000,310700.000000000000000,8,156,148,34.882523334406144,36.908145105030691,108380.000000000000000,148,15,141,16,97,-25,1344,540.719363322244476,298.288843952211494,0.000000023464526,88.208663940429688,18.604503832918034,11.560282899476643,103,3107.000000000000000,310700.000000000000000,0.000000132111609,54.194633483886719,54.194633351775110,10.907853556054771,14.342975347924618,33890.700998662177881,3.028087615966797,37.689031219482423,315774400.000000000000000,1880800.000000000000000,0.5920885,2401698.600723964162171,0.756070922410200,5200769.755846818909049,1.637237405793080,516.408266794513679,501.675309966909083,487.446202046326732,496.088102631688514,486.269127261723270,510.730262821210886,512.985021310436196,527.095762120361428,501.056335566563916,525.158530184062897,508.129344415970934,513.669088420240769,506.921167505255141,485.075591843528912,483.181895660017290,496.468917579255503,500.574763044031840,499.720077532579580,483.899433863927982,190207010404,"4578,4895,4991,6001,6092,6183","253-12-10020,253-12-10020,253-12-10020,253-12-10020,253-12-10020,253-12-10020","CH,CO,DV,P,SH,S","s,p,p,s,s,p","DV_p, P_s, CO_p, CH_s, S_p, SH_s",1,2,0,253-12-10020,Kodiak
